golden_id,customer_message,conversation_context,human_intent,human_intent_confidence,human_intent_notes,human_resolution_supported,human_resolution_notes,human_auto_handle,human_auto_handle_notes,human_reply_quality,human_reply_quality_notes,annotation_complete,human_review_notes,ai_uncertainty_flags
G-1133,"@AmazonHelp Sur colis Privé : Votre colis a été expédié par votre webmarchand, mais n a pas encore été pris en charge par Colis Privé","[{""author"": ""672198"", ""text"": ""@2600 encore un colis \""prime\"" qui ne va pas arriver, gr\u00e2ce \u00e0 colis Priv\u00e9 ... on en parle ou pas ? Colis partis le 09/11"", ""timestamp"": ""Mon Nov 13 11:41:06 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@672198 Bonjour, je suis d\u00e9sol\u00e9 d'apprendre cela. Que dit le suivi de votre colis s'il vous pla\u00eet ? ^AR"", ""timestamp"": ""Mon Nov 13 11:49:00 +0000 2017""}]",CourierFeedback,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,"Case involves account security, financial dispute, or explicit escalation request.",4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1134,@AmazonHelp I have emailed the customer service line due to I do not wanting all my info on a social media site . Thank you,"[{""author"": ""301076"", ""text"": ""SERIOUSLY @115821 !? I put a sign that says do not know place package on porch . YOU WOKE MY KIDS ! Learn to read !!  #learntoread \ud83d\ude21\ud83d\ude21\ud83d\ude21"", ""timestamp"": ""Wed Oct 11 19:07:54 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@301076 I'm sorry for this! Who was the carrier for your order? We'd like to help! ^KJ"", ""timestamp"": ""Wed Oct 11 19:12:32 +0000 2017""}, {""author"": ""301076"", ""text"": ""@AmazonHelp Carrier\nAMZL US"", ""timestamp"": ""Wed Oct 11 19:56:26 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@301076 Please provide as much information as possible here: https://t.co/8ZjW0Jro6O ^ZW"", ""timestamp"": ""Wed Oct 11 20:08:00 +0000 2017""}]",AccountAndPayment,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1135,"@AmazonHelp Already contacted,they are saying it's technical glitch,need to wait for few hours,in the starting only you are failing to deliver recharge services @116329","[{""author"": ""348604"", ""text"": ""@115850 @117128 Not able to recharge my phone number with Rs.448 recharge,everytime I am recharging using Amazon it is giving that recharge failed,have tried it 5 or 6 times but transaction failing again and again,sort this out."", ""timestamp"": ""Thu Nov 16 08:22:31 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@348604 That's unusual. We'd like to check this for you. Kindly contact us here: https://t.co/vlvfJr4nN9 ^SY"", ""timestamp"": ""Thu Nov 16 08:40:48 +0000 2017""}]",CustomerServiceEscalation,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1136,Amazon customer care service from excellent to pathetic. Not able to handle pressure? @115850,[],OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1137,@AmazonHelp I also don’t understand why my refund will take 5-7 days? When I buy an item it comes out of my account almost straight away &amp; certainly by the following day.,"[{""author"": ""803928"", ""text"": ""Absolute nightmare with my order @115830 and now emails are going back and forth with no resolution \ud83d\ude21"", ""timestamp"": ""Tue Nov 28 18:33:04 +0000 2017""}, {""author"": ""803928"", ""text"": ""@115830 I emailed again today &amp; received a reply that my money would be returned. I don\u2019t want my money back - I want the items I ordered. One of the items was ordered on Black Friday at a reduced price and it is now back to the original price - I now need to reorder &amp; pay more!"", ""timestamp"": ""Tue Nov 28 18:47:04 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@803928 Thank you for letting us know. Were any of the items sold by a third-party seller? If so, we are unable to issue a replacement, as it is not considered our item. ^SB"", ""timestamp"": ""Tue Nov 28 18:51:36 +0000 2017""}]",RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1138,Why are all of the kindle oasis 9th edition 2017 covers no longer available @115830 @AmazonHelp,[],OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1139,@117795 have ruined the start of my week!,[],CustomerServiceEscalation,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1140,"@164818 @AmazonHelp last week @115830 sent me the wrong version of a game because they had increased the price after i'd bought it,. Good luck with this","[{""author"": ""164818"", ""text"": ""Preordered this the second it was announced, and @115821 screw me in the final few days \ud83d\ude29 @117331 @116543 @115787 @115788 https://t.co/BCSHQUPUow"", ""timestamp"": ""Mon Nov 06 08:54:43 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@164818 Hi James, have you been able to double-check your payment details are up to date? ^TS"", ""timestamp"": ""Mon Nov 06 09:02:57 +0000 2017""}, {""author"": ""164818"", ""text"": ""@AmazonHelp It's all correct and up to date, I have used the same card recently elsewhere, and previously on Amazon to order without hassle."", ""timestamp"": ""Mon Nov 06 09:17:42 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@164818 Sorry to see that, have you received an email with more info about the delay? ^JJ"", ""timestamp"": ""Mon Nov 06 09:31:50 +0000 2017""}, {""author"": ""164818"", ""text"": ""@AmazonHelp No emails, and it has only been updated with this today, despite being preordered in September"", ""timestamp"": ""Mon Nov 06 10:26:04 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@164818 We only try to take payment before we dispatch the item. ^AT"", ""timestamp"": ""Mon Nov 06 10:45:30 +0000 2017""}, {""author"": ""164818"", ""text"": ""@AmazonHelp I've not received an email, nor has my bank flagged anything. It's been rectified so dispatch today as planned should still stand!"", ""timestamp"": ""Mon Nov 06 11:16:24 +0000 2017""}]",RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1141,@AmazonHelp And please keep your doubts to yourself.  Admit that you messed up! Instead of putting ifs and buts.,"[{""author"": ""120613"", ""text"": ""Dearest @115850 this is not expected from you guys. This package was supposed to reach me by Fri. Havent yet got an update! https://t.co/QvgTdMpWUi"", ""timestamp"": ""Wed Nov 01 07:07:11 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW"", ""timestamp"": ""Wed Nov 01 07:40:00 +0000 2017""}, {""author"": ""120613"", ""text"": ""@AmazonHelp I did call the customer service. But, they were unable to provide any update!"", ""timestamp"": ""Wed Nov 01 07:44:53 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@120613 I'd like to look into the issue and assist you with it. Please provide your details here: https://t.co/FOWMWAwwM3 1/2 ^SH"", ""timestamp"": ""Wed Nov 01 08:04:33 +0000 2017""}, {""author"": ""120613"", ""text"": ""@AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service."", ""timestamp"": ""Thu Nov 02 20:26:49 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@120613 Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR"", ""timestamp"": ""Thu Nov 02 20:41:29 +0000 2017""}, {""author"": ""120613"", ""text"": ""@AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?"", ""timestamp"": ""Thu Nov 02 20:44:17 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR"", ""timestamp"": ""Thu Nov 02 20:48:49 +0000 2017""}, {""author"": ""120613"", ""text"": ""@AmazonHelp Ok, so you are now foubting whether i provided details or not. Thank you for your wonderful service. Such wonderful new lows."", ""timestamp"": ""Thu Nov 02 20:50:06 +0000 2017""}, {""author"": ""120613"", ""text"": ""@AmazonHelp Maybe when you guys do the marketing gimmicks you should put these stuff up. So I buy something and it doesn't even reach me. Wow!"", ""timestamp"": ""Thu Nov 02 20:51:13 +0000 2017""}]",OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1142,"Hey @115821, shouldn't two day shipping come in two days instead of four?",[],RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1143,@115821 I applied £40 of vouchers to my account yesterday on my phone and they are not showing up! Please help. @33224 paid for them.,[],RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1144,"@AmazonHelp 24 hours later, the product MRP is unchanged. You continue to mislead/cheat customers with false info on your site.","[{""author"": ""382177"", ""text"": ""@115850 Isn\u2019t this cheating? Note MRP. https://t.co/cVyuOzkfgh"", ""timestamp"": ""Sun Oct 15 10:24:24 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@382177 Prices offered varies from location to seller. You can learn more about it here: https://t.co/7NfAIkxIqJ ^RW"", ""timestamp"": ""Sun Oct 15 10:44:00 +0000 2017""}, {""author"": ""382177"", ""text"": ""@AmazonHelp I am talking about MRP! Not the price."", ""timestamp"": ""Sun Oct 15 10:44:38 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@382177 listed on the product shared by our sellers. For further information please refer to the link here: https://t.co/LdvZH5j1Ah ^MJ"", ""timestamp"": ""Sun Oct 15 11:43:31 +0000 2017""}, {""author"": ""382177"", ""text"": ""@AmazonHelp So you basically say that you are not responsible for a FALSE and incorrect information used to Lure a customer?"", ""timestamp"": ""Sun Oct 15 11:44:58 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@382177 Request you to visit the following link for more information : https://t.co/yQb39uNRsX [2/2]^SK"", ""timestamp"": ""Sun Oct 15 12:37:31 +0000 2017""}, {""author"": ""382177"", ""text"": ""@AmazonHelp You are now saying that you do not own responsibility if someone CHEATS me or indulges in unfair trade practices on your website. @4031"", ""timestamp"": ""Sun Oct 15 12:40:06 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@382177 I understand your concern. I'll pass on your feedback internally. For more info on this, kindly follow the link shared earlier. ^ST"", ""timestamp"": ""Sun Oct 15 13:02:27 +0000 2017""}]",OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
